task,file,bytes,sha256,train_examples,arc_gen_examples,test_examples,input_shapes,output_shapes
task344,tasks/task344.json,90312,c3362eda17acc031a80148b58716b8c2219a8cb0c127c3170c86a95a91baf3fa,3,262,1,10x10;10x3;10x4;10x5;10x6;10x7;10x8;10x9;3x10;3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x10;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x10;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x10;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x10;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x10;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x10;9x3;9x4;9x5;9x6;9x7;9x8;9x9,10x10;10x3;10x4;10x5;10x6;10x7;10x8;10x9;3x10;3x3;3x4;3x5;3x6;3x7;3x8;3x9;4x10;4x3;4x4;4x5;4x6;4x7;4x8;4x9;5x10;5x3;5x4;5x5;5x6;5x7;5x8;5x9;6x10;6x3;6x4;6x5;6x6;6x7;6x8;6x9;7x10;7x3;7x4;7x5;7x6;7x7;7x8;7x9;8x10;8x3;8x4;8x5;8x6;8x7;8x8;8x9;9x10;9x3;9x4;9x5;9x6;9x7;9x8;9x9
task345,tasks/task345.json,175594,93504e6cadf22c4d0e4a978ec12233e5ee961b327a8b7d5e816a419e19d9bc21,2,261,1,10x10,10x10
task346,tasks/task346.json,69548,d47fd33e9a5230a2abfbde7e3681854d8d09156f21873d6ca5d915057d733378,4,262,1,10x10;10x11;10x12;10x5;10x6;10x7;10x8;10x9;11x10;11x11;11x12;11x5;11x6;11x7;11x8;11x9;12x10;12x11;12x12;12x5;12x6;12x7;12x8;12x9;5x10;5x11;5x12;5x5;5x6;5x7;5x8;5x9;6x10;6x11;6x12;6x5;6x6;6x7;6x8;6x9;7x10;7x11;7x12;7x5;7x6;7x7;7x9;8x10;8x11;8x12;8x5;8x6;8x7;8x8;8x9;9x10;9x11;9x12;9x5;9x6;9x7;9x8;9x9,1x1
task347,tasks/task347.json,31776,9aa49915def860febd734d798fbbcd3e3e45ef3cbccf35558e5de33c9862354f,5,262,2,3x6,3x3
task348,tasks/task348.json,112573,6374dd4c98885a05e964b00294ba2015c4101807cd019268cf61c6f9d673dcc6,2,262,1,10x10;10x5;10x6;10x7;10x8;10x9;5x10;5x5;5x6;5x7;5x8;5x9;6x10;6x5;6x6;6x7;6x8;6x9;7x10;7x5;7x6;7x7;7x8;7x9;8x10;8x5;8x6;8x7;8x8;8x9;9x10;9x5;9x6;9x7;9x8;9x9,10x10;10x5;10x6;10x7;10x8;10x9;5x10;5x5;5x6;5x7;5x8;5x9;6x10;6x5;6x6;6x7;6x8;6x9;7x10;7x5;7x6;7x7;7x8;7x9;8x10;8x5;8x6;8x7;8x8;8x9;9x10;9x5;9x6;9x7;9x8;9x9
task349,tasks/task349.json,728639,ee769a6728d92a3d52bb3c5a0f0d92b42e9e9c220aee3a0ecae352f953212c3e,4,262,1,10x10;15x15;20x20;25x25;30x30,10x10;15x15;20x20;25x25;30x30
task350,tasks/task350.json,452525,d60ae8a720a7abd89e92b7c1f314a38cbb30225cea2bca7c8d61c0f0eee8d677,4,262,1,10x10;10x11;10x12;10x8;10x9;11x10;11x11;11x12;11x13;11x9;12x10;12x11;12x12;12x14;13x11;13x12;13x13;13x15;14x12;14x13;14x14;14x15;14x16;15x13;15x14;15x15;15x16;15x17;16x14;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;17x19;18x16;18x17;18x19;18x20;19x17;19x18;19x19;19x20;19x21;20x18;20x19;20x20;20x21;20x22;21x19;21x20;21x21;21x22;21x23;22x20;22x21;22x22;22x23;22x24;23x21;23x22;23x24;24x22;24x23;24x24;25x23;25x24;26x24;6x8;7x8;7x9;8x10;8x8;8x9;9x10;9x11;9x8;9x9,10x10;10x11;10x12;10x8;10x9;11x10;11x11;11x12;11x13;11x9;12x10;12x11;12x12;12x14;13x11;13x12;13x13;13x15;14x12;14x13;14x14;14x15;14x16;15x13;15x14;15x15;15x16;15x17;16x14;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;17x19;18x16;18x17;18x19;18x20;19x17;19x18;19x19;19x20;19x21;20x18;20x19;20x20;20x21;20x22;21x19;21x20;21x21;21x22;21x23;22x20;22x21;22x22;22x23;22x24;23x21;23x22;23x24;24x22;24x23;24x24;25x23;25x24;26x24;6x8;7x8;7x9;8x10;8x8;8x9;9x10;9x11;9x8;9x9
task351,tasks/task351.json,241184,d5c99656902a348bd311799c48e4a7a445ea86f1ce6e4fb218d76d895c7fd7a6,3,261,1,16x16,5x5
task352,tasks/task352.json,107096,e2b0b0f506ef26124a424865583bdb9f84974dec4fc70bfc77e2e8807cb1a5e7,3,262,1,10x10;4x5;5x5;5x6;6x6;6x7;7x7;7x8;8x8;8x9;9x10;9x9,10x10;4x5;5x5;5x6;6x6;6x7;7x7;7x8;8x8;8x9;9x10;9x9
task353,tasks/task353.json,128975,1055fb6e7cf84ba083b7f953f0f07854d0c5d525c5eec386b4114762268cf34c,7,262,2,10x10;10x8;10x9;11x10;11x11;11x9;12x10;12x11;12x12;13x11;13x12;14x12;3x3;4x3;4x4;5x3;5x4;5x5;6x4;6x5;6x6;7x5;7x6;7x7;8x6;8x7;8x8;9x7;9x8;9x9,10x10;10x8;10x9;11x10;11x11;11x9;12x10;12x11;12x12;13x11;13x12;14x12;3x3;4x3;4x4;5x3;5x4;5x5;6x4;6x5;6x6;7x5;7x6;7x7;8x6;8x7;8x8;9x7;9x8;9x9
task354,tasks/task354.json,176924,23aaf3fafd9168d66f14d2bd340d298ba802371f1db6e866cda585347fcce682,3,262,1,10x10,10x10
task355,tasks/task355.json,196771,904d41447d754cb97893c3bc5c58e77b8476c719d9ad7b0353c84c8fd0c5fb9b,4,262,1,10x13;10x14;10x15;10x17;10x19;11x11;11x12;11x13;11x15;11x16;11x17;11x19;11x20;12x10;12x13;12x14;12x15;12x16;12x17;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x20;14x10;14x13;14x14;14x15;14x16;14x17;14x18;14x19;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x10;16x11;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x20;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x11;19x12;19x13;19x14;19x15;19x17;19x18;20x10;20x11;20x14;20x17,1x1
task356,tasks/task356.json,176924,3022da98ae27e59bfc8d40dda63781dd5c67be96e96dd39be0f06efe579ea025,3,262,1,10x10,10x10
task357,tasks/task357.json,4959,2c13f58c842132d9c2772f9251794fc69e2dff5d732a06962840cee1f7c9a184,3,9,1,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9,10x10;10x2;10x3;10x4;10x5;10x6;10x7;10x8;10x9
task358,tasks/task358.json,395079,398ebf547a8d2c067001467085bb3a77fb0038790f2cec129e46457509323586,2,262,1,10x10;11x10;11x11;12x11;12x12;13x12;13x13;14x13;14x14;15x14;15x15;16x15;16x16;17x16;17x17;18x17;18x18;19x18;19x19;20x19;20x20;21x20,10x10;11x10;11x11;12x11;12x12;13x12;13x13;14x13;14x14;15x14;15x15;16x15;16x16;17x16;17x17;18x17;18x18;19x18;19x19;20x19;20x20;21x20
task359,tasks/task359.json,388070,8ac44c5a9f84f71e982ef032c65ddeea83136fe24b36434cfd67d98857eff2e6,3,262,1,10x13;10x14;10x15;11x13;11x14;11x15;12x13;12x14;12x15;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;13x23;13x24;13x8;13x9;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;14x21;14x22;14x24;14x25;14x26;14x9;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x23;15x24;15x25;15x9;16x13;16x14;16x15;17x13;17x14;17x15;18x13;18x14;18x15;19x13;19x15;20x13;20x14;20x15;21x14;21x15;22x13;22x14;22x15;23x13;23x14;23x15;24x13;24x14;24x15;25x13;25x15;7x15;8x14;8x15;9x14,10x13;10x14;10x15;11x13;11x14;11x15;12x13;12x14;12x15;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;13x23;13x24;13x8;13x9;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;14x21;14x22;14x24;14x25;14x26;14x9;15x10;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x23;15x24;15x25;15x9;16x13;16x14;16x15;17x13;17x14;17x15;18x13;18x14;18x15;19x13;19x15;20x13;20x14;20x15;21x14;21x15;22x13;22x14;22x15;23x13;23x14;23x15;24x13;24x14;24x15;25x13;25x15;7x15;8x14;8x15;9x14
task360,tasks/task360.json,121064,b1b0813777ffde5e6cbbaab580cc860384518e3901b1dd7754ccbe2daa4339b5,3,262,1,10x9,10x4
task361,tasks/task361.json,176924,0372feefb3ae70f094317251557995dd2610c25c4160ce948ade89edfbea86f6,3,262,1,10x10,10x10
task362,tasks/task362.json,177589,4266830bace07637920dc68a3512c0dafd0c8fdac7513be882fedb5fa298cb8d,4,262,1,10x10,10x10
task363,tasks/task363.json,176259,d68af39f68029e0eb28fe081a4d7b265795d44cf3836faa899dca5db61bcc378,3,261,1,10x10,10x10
task364,tasks/task364.json,385210,035607d795464ca9edef159859a83d71d5bbf73653286a3be875e9d372d3a8d7,3,262,1,10x10;10x11;10x12;10x8;10x9;11x10;11x11;11x12;11x13;11x9;12x10;12x11;12x12;12x13;12x14;13x11;13x12;13x13;13x14;13x15;14x12;14x13;14x14;14x15;14x16;15x13;15x14;15x15;15x16;15x17;16x14;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;17x19;18x16;18x17;18x18;18x19;18x20;19x17;19x18;19x19;19x20;19x21;20x18;20x19;20x20;20x21;20x22,10x10;10x11;10x12;10x8;10x9;11x10;11x11;11x12;11x13;11x9;12x10;12x11;12x12;12x13;12x14;13x11;13x12;13x13;13x14;13x15;14x12;14x13;14x14;14x15;14x16;15x13;15x14;15x15;15x16;15x17;16x14;16x15;16x16;16x17;16x18;17x15;17x16;17x17;17x18;17x19;18x16;18x17;18x18;18x19;18x20;19x17;19x18;19x19;19x20;19x21;20x18;20x19;20x20;20x21;20x22
task365,tasks/task365.json,106416,fc8b51bcd0975ecd041073833e28be4c12774cfabace14c05224ebd3cbde488f,3,262,1,10x10,3x3;3x4;3x5;3x6;4x3;4x4;4x5;4x6;5x3;5x4;5x5;5x6;6x3;6x4;6x5;6x6
task366,tasks/task366.json,404981,9560e923210b73968ced23d0003ef718de52fb6919ad7aa4f6c76a874932764a,3,262,1,10x16;10x18;10x20;10x22;10x24;11x18;11x20;11x22;11x24;11x26;12x20;12x22;12x24;12x26;12x28;13x22;13x24;13x26;13x28;13x30;14x24;14x26;14x28;14x30;14x32;15x26;15x28;15x30;15x32;15x34;20x10;20x11;20x12;20x8;20x9;22x10;22x11;22x12;22x13;22x9;24x10;24x11;24x12;24x13;24x14;26x11;26x12;26x13;26x14;26x15;28x12;28x13;28x14;28x15;28x16;30x13;30x14;30x15;30x16;30x17,10x10;10x11;10x12;10x8;10x9;11x10;11x11;11x12;11x13;11x9;12x10;12x11;12x12;12x13;12x14;13x11;13x12;13x13;13x14;13x15;14x12;14x13;14x14;14x15;14x16;15x13;15x14;15x15;15x16;15x17
task367,tasks/task367.json,376738,284c831d611da88a59c6ebc2b4b1383a5537acbffba6f6f5450a93d7f4760b96,3,262,1,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20,10x10;10x11;10x12;10x14;10x16;10x17;10x18;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x15;13x16;13x17;13x18;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x14;15x15;15x16;15x17;15x19;15x20;16x10;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x14;20x15;20x16;20x18;20x20
task368,tasks/task368.json,176259,7031151ae130e28d769d654a050da3250f2483f01157009a961618bc273330ed,2,262,1,10x10,10x10
task369,tasks/task369.json,176259,4288718c9a248c2fc63ac99233dd661ae0b4af80d72bdad963e7ec1ed822d0c4,3,261,1,10x10,10x10
task370,tasks/task370.json,375426,9e783a696157b69cac7c4f821ac726c3c61c74bcb9819fc0aeae9a0f2997880d,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x17;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x10;16x11;16x12;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x16;17x17;17x18;17x19;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x13;20x14;20x15;20x16;20x18;20x19;20x20,10x10;10x11;10x12;10x13;10x14;10x15;10x17;10x19;10x20;11x10;11x11;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x11;12x12;12x14;12x15;12x16;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x11;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x10;16x11;16x12;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x16;17x17;17x18;17x19;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x13;20x14;20x15;20x16;20x18;20x19;20x20
task371,tasks/task371.json,218052,5e04469e121e82ef8c168c4995790c1c135ab04f8e0b8b9e321ddc72ba7f5f5b,2,262,2,10x10;10x12;10x14;10x6;10x8;12x10;12x12;12x14;12x6;12x8;14x10;14x12;14x14;14x6;14x8;6x10;6x12;6x14;8x10;8x12;8x14,10x10;10x12;10x14;10x6;10x8;12x10;12x12;12x14;12x6;12x8;14x10;14x12;14x14;14x6;14x8;6x10;6x12;6x14;8x10;8x12;8x14
task372,tasks/task372.json,155644,6d475208540fbbd27a3dcca1d690633d89aee10f56485c62dd217b446008bf92,3,262,1,11x11,5x11
task373,tasks/task373.json,7909,3cc5b0a64102af4e8d875e061f24488311086b1e986299cc24b69fd640e6cd1b,2,72,1,2x6,2x6
task374,tasks/task374.json,177589,7a918e6e5c4eda7c23f315c7f0a2498ab9d6a6c9323d68d9a4d114f5aa4f686b,4,262,1,10x10,10x10
task375,tasks/task375.json,41152,fcacf7fa1e7ca254f23909d28e30249de11f7faf6aa29ab5b8f12057b752c3fa,3,54,1,11x11;13x13;15x15;3x3;5x5;7x7;9x9,11x11;13x13;15x15;3x3;5x5;7x7;9x9
task376,tasks/task376.json,40918,e1f5a8fff1ceb4e14d429efc4f94b63923ad78f8aff7614fc0e71686067acc27,2,36,1,3x17;4x17;5x17;6x17,13x17;17x17;21x17;9x17
task377,tasks/task377.json,533939,7a3c2f299aa009e0b40133b0bddce59760dfc371b6445c05fb1cf745eb98342a,3,262,1,20x20;20x21;20x22;20x24;20x26;20x27;20x28;20x29;20x30;21x20;21x21;21x22;21x23;21x24;21x25;21x26;21x27;21x28;21x29;21x30;22x20;22x21;22x22;22x24;22x25;22x26;22x28;22x29;22x30;23x20;23x21;23x22;23x23;23x25;23x26;23x27;23x28;23x30;24x20;24x21;24x22;24x23;24x24;24x25;24x26;24x27;24x28;24x29;24x30;25x20;25x21;25x22;25x24;25x25;25x26;25x27;25x29;25x30;26x20;26x22;26x23;26x24;26x25;26x26;26x27;26x28;26x30;27x20;27x21;27x22;27x23;27x24;27x25;27x26;27x27;27x28;27x29;28x21;28x22;28x23;28x24;28x25;28x26;28x27;28x28;28x29;29x20;29x21;29x22;29x23;29x24;29x25;29x27;29x28;29x29;29x30;30x20;30x21;30x22;30x24;30x25;30x26;30x28;30x30,3x3;5x5;7x7;9x9
task378,tasks/task378.json,158175,f87f6fba335e03a6663c718a6a8b5ca0ac9a9334033e3a9cd1b8cc2ce22f8c04,4,262,1,10x10;11x11;12x12;6x6;7x7;8x8;9x9,10x10;11x11;12x12;6x6;7x7;8x8;9x9
task379,tasks/task379.json,433040,d6ce50d46a8c4cd869a1877c9926db1e843379e86be1e34f3691e84c7f2491f1,3,262,1,12x12;12x13;12x14;12x15;12x16;12x17;12x18;12x19;12x20;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;14x12;14x13;14x14;14x16;14x17;14x18;14x20;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20,12x12;12x13;12x14;12x15;12x16;12x17;12x18;12x19;12x20;13x12;13x13;13x14;13x15;13x16;13x17;13x18;13x19;13x20;14x12;14x13;14x14;14x16;14x17;14x18;14x20;15x12;15x13;15x14;15x15;15x16;15x17;15x18;15x19;15x20;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;17x20;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;18x20;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20
task380,tasks/task380.json,24331,fa77f5dc4db5dcf025174ef375f7fd4d4981997e2adcd4add380df4d428408cd,4,262,1,3x3,3x3
task381,tasks/task381.json,176259,5f503717b8a9ab184ed9fa5daa3a97a953778b75867212f2522b5c3936d67390,3,261,1,10x10,10x10
task382,tasks/task382.json,374724,da2868510e7d1b904bb470a458ed72841d6e5ffff413b2c42d5c227689919105,3,262,1,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x19;10x20;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x12;12x14;12x15;12x16;12x17;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x17;13x18;13x19;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x13;15x14;15x15;15x17;15x19;15x20;16x10;16x11;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x13;20x14;20x15;20x16;20x18;20x19;20x20,10x10;10x11;10x12;10x13;10x14;10x15;10x16;10x17;10x19;10x20;11x10;11x11;11x12;11x13;11x14;11x15;11x16;11x17;11x18;11x19;11x20;12x10;12x12;12x14;12x15;12x16;12x17;12x18;12x19;12x20;13x10;13x11;13x12;13x13;13x14;13x15;13x17;13x18;13x19;13x20;14x10;14x11;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x19;14x20;15x10;15x11;15x12;15x13;15x14;15x15;15x17;15x19;15x20;16x10;16x11;16x12;16x13;16x14;16x15;16x16;16x17;16x18;16x20;17x10;17x11;17x12;17x13;17x14;17x15;17x16;17x17;17x18;17x19;18x10;18x11;18x12;18x13;18x14;18x15;18x16;18x17;18x18;18x19;19x10;19x11;19x12;19x13;19x14;19x15;19x17;19x18;19x19;19x20;20x10;20x11;20x12;20x13;20x14;20x15;20x16;20x18;20x19;20x20
task383,tasks/task383.json,539334,6688b142d0992099a950ce8aa56685fcff23d238d8c43d5813522c94fd219124,3,262,1,12x15;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x20;14x21;14x22;14x23;15x12;15x13;15x14;15x16;15x17;15x18;15x19;15x20;15x21;15x22;15x23;15x24;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;16x21;16x22;16x23;17x14;17x15;17x16;17x17;17x18;17x19;17x20;17x21;17x22;17x23;18x12;18x13;18x15;18x17;18x19;18x20;18x21;18x22;18x23;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;19x21;19x22;19x23;19x24;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20;20x21;20x23;21x13;21x14;21x15;21x16;21x17;21x18;21x19;21x20;21x22;22x12;22x13;22x14;22x15;22x16;22x18;22x19;22x20;22x21;22x22;23x14;23x15;23x16;23x17;23x18;23x22;23x23;24x14;24x15;24x17;24x18;24x20,12x15;13x14;13x15;13x16;13x17;13x18;13x19;13x20;13x21;13x22;14x12;14x13;14x14;14x15;14x16;14x17;14x18;14x20;14x21;14x22;14x23;15x12;15x13;15x14;15x16;15x17;15x18;15x19;15x20;15x21;15x22;15x23;15x24;16x13;16x14;16x15;16x16;16x17;16x18;16x19;16x20;16x21;16x22;16x23;17x14;17x15;17x16;17x17;17x18;17x19;17x20;17x21;17x22;17x23;18x12;18x13;18x15;18x17;18x19;18x20;18x21;18x22;18x23;19x12;19x13;19x14;19x15;19x16;19x17;19x18;19x19;19x20;19x21;19x22;19x23;19x24;20x13;20x14;20x15;20x16;20x17;20x18;20x19;20x20;20x21;20x23;21x13;21x14;21x15;21x16;21x17;21x18;21x19;21x20;21x22;22x12;22x13;22x14;22x15;22x16;22x18;22x19;22x20;22x21;22x22;23x14;23x15;23x16;23x17;23x18;23x22;23x23;24x14;24x15;24x17;24x18;24x20
task384,tasks/task384.json,117442,9acb187c9eb6765b23ee3bd3d63e30381b2c57a8579ec48e701bd97ab53ba059,3,262,1,9x9,2x4;2x6;4x10;4x2;4x4;4x6;4x8;6x10;6x4;6x6;6x8;8x10;8x4;8x6;8x8
task385,tasks/task385.json,80859,8b12f41fc560f754943e70779ad83ba27cd199a84c86d9e9bcf9600aa07d2751,2,262,1,10x4,10x4
task386,tasks/task386.json,43182,0e058865409654c7253ac2a9db0db3cf1b7a3e3845ccefadba93e40a579ab532,5,262,1,4x7,4x3
task387,tasks/task387.json,431278,6231c6af06b2c006afa200b06d1a3b3f983c114ef65c981cf140369c0e110f5e,4,261,1,14x14;14x15;14x16;14x17;14x18;15x14;15x15;15x16;15x17;15x18;16x14;16x15;16x16;16x17;16x18;17x14;17x15;17x16;17x17;17x18;18x14;18x15;18x16;18x17;18x18,14x14;14x15;14x16;14x17;14x18;15x14;15x15;15x16;15x17;15x18;16x14;16x15;16x16;16x17;16x18;17x14;17x15;17x16;17x17;17x18;18x14;18x15;18x16;18x17;18x18
task388,tasks/task388.json,86472,b20381cab3b3c2525ad0fdbaa3c97f5ec9363405ee8d549ec6eae01691c22654,3,262,1,2x2;3x3;4x4;5x5;6x6,10x10;12x12;4x4;6x6;8x8
task389,tasks/task389.json,37742,82ccca7c87e6abd2c841777e8ab28caeaddacbe4cf05ddce60fa0e29740d5ec3,3,262,1,3x3;4x4;5x5,3x3;4x4;5x5
task390,tasks/task390.json,381744,13cb8fbb99f0ad49f5bf81afa89d66842e3701f2dad951ae00e82e5b885eae76,3,262,1,15x15,15x15
task391,tasks/task391.json,163232,94164aae54686dc81b659202bf1d2592a74424eec11bdaa931e36a1b683ea158,4,262,1,13x10;13x13;13x16;15x10;15x13;15x16,3x1
task392,tasks/task392.json,176924,e3e6c4a1c0290475cbd0951a5544a46c18c14f96e71c0fac963471eef3bd26f6,3,262,1,10x10,10x10
task393,tasks/task393.json,131474,364871d34eea864fc9535af828d076a9dffdfaff908fabed6219e79b68bbdfdb,3,261,1,12x12,3x1
task394,tasks/task394.json,37572,62b62e829a337c3628ff98cc26191b30574409fbc8f0611662972e22b2e8cdc0,3,262,1,4x4;5x5;6x6;7x7,1x1;2x2;3x3
task395,tasks/task395.json,33266,65fe09242deac5cd5a50f91bbfbbf020d2dd7829f3c024cd84970125728fd2a4,5,262,1,6x3,3x3
task396,tasks/task396.json,230118,a07e35892421faf8063002d099483302f7ca5a66bd3d9fb507a8271c87bf1d3f,3,262,1,12x12;12x13;12x14;12x15;12x16;12x17;12x18;13x12;13x13;13x14;13x15;13x16;13x17;13x18;14x12;14x13;14x14;14x15;14x16;14x17;14x18;15x12;15x13;15x14;15x15;15x16;15x17;15x18;16x12;16x13;16x14;16x15;16x16;16x17;16x18;17x12;17x13;17x14;17x15;17x16;17x17;17x18;18x12;18x13;18x14;18x15;18x16;18x17;18x18,4x4;4x5;4x6;4x7;4x8;5x4;5x5;5x6;5x7;5x8;6x5;6x6;6x7;6x8;7x4;7x5;7x6;7x7;7x8;8x4;8x5;8x6;8x7;8x8
task397,tasks/task397.json,176924,539e8a6d638a7f6a2014888a39b8945bc4676a5ca51063cd70aa9c7b1f33f335,3,262,1,10x10,10x10
task398,tasks/task398.json,255530,42162b6826cdbe35fbfeb6aa65833d7f83402a39b153fba9b4ec8dc48c11198d,5,262,1,1x5,10x10;15x15;20x20;25x25;5x5
task399,tasks/task399.json,50494,346f2221ef3d440cad63a21970875e5b12b025c222d17187eae5eae1176309c4,8,262,3,3x3;4x4;5x5;6x6;7x7,3x3
task400,tasks/task400.json,501710,ab0c1a98b1c16cdbf2df4fe568a624ab921f7a67d4ed3791608b3317e03851a4,3,262,1,24x24,5x5
